url,subject,description,owner_id,owner_name,reviewer_id,reviewer_name,cleaned_description
https://review.opendev.org/189171,Use fanout RPC message to nofity the security group's change,"Use fanout RPC message to nofity the security group's change when a security group members or rules change, if it just notify the l2 agents with 'security_groups_member_updated' or 'security_groups_rule_updated', the all related l2 agents need to get the security group details through RPC from neutron-server, when the number of l2 agents is large, the load of neutron-server is heavy. this patch use fanout RPC message with the changed sg details to notify the l2 agents, then l2 agents which has the related devices update the sg information in their memory, they do not need to get the sg details through RPC. Change-Id: I3eca91afe58389c447fa9c1c59e15f0e21e89111",8976,shihanzhang,"[3, 105, 1561, 4395, 5170, 5948, 7787, 8344, 8788, 8976, 9008, 9681, 9682, 9732, 9751, 9787, 9845, 10121, 10153, 10184, 10386, 10387, 10692, 14208, 14212, 14213, 14214, 14215, 14216, 14323, 14571, 15296, 15309, 15444, 15752, 15894, 16707]","['Jenkins', 'Kyle Mestery', 'Russell Bryant', 'Aaron Rosen', 'Microsoft Hyper-V CI', 'Oleg Bondarev', 'Kevin Benton', 'fumihiko kakuma', 'Miguel Angel Ajo', 'shihanzhang', 'VMware NSX CI', 'Ryu CI', 'OpenContrail CI', 'Mellanox CI', 'IBM DB2 CI', 'Big Switch CI', 'Arista CI', 'Metaplugin CI', 'One Convergence CI', 'Nuage CI', 'OpenDaylight CI', 'Freescale CI', 'Brocade Vyatta CI', 'Cisco CI', 'Cisco Tail-f CI', 'Cisco N1kv CI', 'Cisco APIC CI', 'Cisco CSR1kv CI', 'Cisco vpnaas CI', 'HP Networking CI', 'Intel Experimental CI', 'Brocade Openstack CI', 'zhaobo', 'Cisco FWaaS CI', 'Intel SR-IOV CI', 'Pluribus Networks CI', 'Mohankumar']",use fanout rpc message nofity security groups change security group members rules change notify l2 agents securitygroupsmemberupdated securitygroupsruleupdated related l2 agents need get security group details rpc neutronserver number l2 agents large load neutronserver heavy patch use fanout rpc message changed sg details notify l2 agents l2 agents related devices update sg information memory need get sg details rpc changeid i3eca91afe58389c447fa9c1c59e15f0e21e89111
https://review.opendev.org/212279,Use security group id for neutron launch instance,"Use security group id for launch instance When there are two security groups with the same name, it would not be possible to launch instance with security group name. Change-Id: I65c39eb728916010f0057440d856cd00f59763d9 Closes-bug: #1483091",4428,Liyingjun,"[3, 841, 4428, 14151, 16769]","['Jenkins', 'Akihiro Motoki', 'Liyingjun', 'ziyu032', 'Lucas Palm']",use security group id launch instance two security groups name would possible launch instance security group name changeid i65c39eb728916010f0057440d856cd00f59763d9 closesbug 1483091
https://review.opendev.org/218525,Wrong Link to External Site Integrity life-cycle in Security Guide,Wrong Link to External Site Integrity life-cycle in Security Guide A link to dm-verity under the section Node Hardening of Integrity life-cycle is incorrect. The current link points to a a Google Code page. The dm-verity project is now part of the Cryptsetup utility and has been moved to project Gitlab wiki. This bug fix updates the dm-verity link the Integrity life-cycle to point to the wiki page in Gitlab for the Cryptsetup utility. Change-Id: Ib4eec8bb73a9607ac632f35c839a47e4dcd5d4ff Closes-Bug: #1490049,14606,Jeffrey Olsen,[],[],wrong link external site integrity lifecycle security guide link dmverity section node hardening integrity lifecycle incorrect current link points google code page dmverity project part cryptsetup utility moved project gitlab wiki bug fix updates dmverity link integrity lifecycle point wiki page gitlab cryptsetup utility changeid ib4eec8bb73a9607ac632f35c839a47e4dcd5d4ff closesbug 1490049
https://review.opendev.org/203173,Add VRRP protocol to security group API,Add VRRP protocol to security group API Change-Id: I79381b5fcd506a6f7b6cba7d7b3c2f0038e86c0d Closes-bug: #1475717,10850,German Eichberger,"[3, 105, 4656, 5170, 8124, 8976, 9681, 9732, 9751, 9911, 10153, 10184, 10257, 10386, 10387, 10692, 10850, 14208, 14212, 14323, 15296, 17096]","['Jenkins', 'Kyle Mestery', 'Sean M. Collins', 'Microsoft Hyper-V CI', 'cbrandily', 'shihanzhang', 'Ryu CI', 'Mellanox CI', 'IBM DB2 CI', 'Wei Wang', 'One Convergence CI', 'Nuage CI', 'Sridhar Gaddam', 'OpenDaylight CI', 'Freescale CI', 'Brocade Vyatta CI', 'German Eichberger', 'Cisco CI', 'Cisco Tail-f CI', 'HP Networking CI', 'Brocade Openstack CI', 'Aditi Rajagopal']",add vrrp protocol security group api changeid i79381b5fcd506a6f7b6cba7d7b3c2f0038e86c0d closesbug 1475717
https://review.opendev.org/169611,Add security testing for transport layer check,Add security testing for transport layer check The test cases check all resources related URLS in service creation response / service listing response/ service GET response are using HTTPS for transport security. Both reponse boy and all HTTP headers are checked. The test cases fail if HTTP is used. Change-Id: I4da455b52124d8fa247de5b7931fc5f48f879512 Implements: blueprint security-testing,15259,Michael Xin,"[3, 7498]","['Jenkins', 'Malini Kamalambal']",add security testing transport layer check test cases check resources related urls service creation response service listing response service get response using https transport security reponse boy http headers checked test cases fail http used changeid i4da455b52124d8fa247de5b7931fc5f48f879512 implements blueprint securitytesting
https://review.opendev.org/183909,Fix API misimplementation for security groups,"Fix API misimplementation for security groups According to the Compute API reference [1], the 'description' parameter is optional when creating a security group. But the current implementation returns a HTTP 400 when this parameter is not specified. This patch modifies the validation check, so that omitting 'description' or passing an empty string is OK. [1]: http://developer.openstack.org/api-ref-compute-v2-ext.html#createSecGroup Change-Id: I404dd30c7dac4b8a9e01cf2ea62fa404fdcce3de Closes-Bug: #1434172",12561,Adrien Vergé,"[3, 970, 1653, 4690, 5170, 5754, 5803, 6167, 6482, 7872, 8556, 8768, 9008, 9578, 10118, 10385, 12561, 15286, 15751, 15888]","['Jenkins', 'Dean Troyer', 'garyk', 'melanie witt', 'Microsoft Hyper-V CI', 'Alex Xu', 'Attila Fazekas', ""Ken'ichi Ohmichi"", 'Steve Martinelli', 'Marc Koderer', 'Ghanshyam', 'Chris Friesen', 'VMware NSX CI', 'DB Datasets CI', 'IBM PowerKVM CI', 'Citrix XenServer CI', 'Adrien Vergé', 'XenProject CI', 'Intel PCI CI', 'Zhenyu Zheng']",fix api misimplementation security groups according compute api reference 1 description parameter optional creating security group current implementation returns http 400 parameter specified patch modifies validation check omitting description passing empty string ok 1 httpdeveloperopenstackorgapirefcomputev2exthtmlcreatesecgroup changeid i404dd30c7dac4b8a9e01cf2ea62fa404fdcce3de closesbug 1434172
https://review.opendev.org/211282,"If a Neutron security group rule protocol is ICMP, port_range_max value must be an ICMP code.","If a Neutron security group rule protocol is ICMP, port_range_max value must be an ICMP code. Change-Id: Ib1e972ecb9a28f4d5c7944b5a871ec165039eeb5 Closes-Bug: 1483292",17218,Matt Dorn,"[3, 6843]","['Jenkins', 'Phil Hopkins']",neutron security group rule protocol icmp portrangemax value must icmp code changeid ib1e972ecb9a28f4d5c7944b5a871ec165039eeb5 closesbug 1483292
https://review.opendev.org/169450,Add security testing for authorization and update client,Add security testing for authorization and update client These test cases cover authorization checks for service functions. They check whether it is possible to create/patch/list/delete services without valid tokens or no token at all. It also check whether it is possible to create/patch/list/delete services of one user using another user's valid token. The supposed repsonses should be 401 errors. The client's code is updated to include requestslib_kwargs=None for functions that do not implement requestslib. It is possible to modify paylaods and headers with this addtion. Change-Id: I01ef2b2fd22b2a21d84ed39bfbfee73e5fdc8b93 Implements: blueprint authentication,15259,Michael Xin,"[3, 7498, 14177]","['Jenkins', 'Malini Kamalambal', 'Christopher Powell']",add security testing authorization update client test cases cover authorization checks service functions check whether possible createpatchlistdelete services without valid tokens token also check whether possible createpatchlistdelete services one user using another users valid token supposed repsonses 401 errors clients code updated include requestslibkwargsnone functions implement requestslib possible modify paylaods headers addtion changeid i01ef2b2fd22b2a21d84ed39bfbfee73e5fdc8b93 implements blueprint authentication
https://review.opendev.org/164257,Adds security tests to automate checking of common vulnerabilities,Adds security tests to automate checking of common vulnerabilities This is an initial set of security tests for the poppy CDN component Change-Id: Iada937545634d2c8d4ae30c1b7798135cd4bb996,14099,Henry Yamauchi,"[3, 10068]","['Jenkins', 'Welcome, new contributor!']",adds security tests automate checking common vulnerabilities initial set security tests poppy cdn component changeid iada937545634d2c8d4ae30c1b7798135cd4bb996
https://review.opendev.org/180327,Remove namespace argument from security group initialization,"Remove namespace argument from security group initialization Neutron security groups (iptables, ipsets) are always configured in the ""root"" namespace on compute nodes, so the namespace argument is not required and never used. Remove it from the firewall code and related call sites. Noticed while doing other ipset work. Change-Id: I4996e2e79da0ec9bbe7980acea60bf5ce3c825ae",1131,Brian Haley,"[3, 1131, 5170, 6524, 6659, 7448, 7787, 8645, 8788, 9656, 9681, 9682, 9732, 9751, 9787, 9845, 10116, 10117, 10121, 10153, 10184, 10387, 10692, 14208, 14212, 14213, 14214, 14215, 14216, 14323, 14571, 15752]","['Jenkins', 'Brian Haley', 'Microsoft Hyper-V CI', 'Henry Gessau', 'Paul Michali', 'Carl Baldwin', 'Kevin Benton', 'Trinath Somanchi', 'Miguel Angel Ajo', 'Ihar Hrachyshka', 'Ryu CI', 'OpenContrail CI', 'Mellanox CI', 'IBM DB2 CI', 'Big Switch CI', 'Arista CI', 'NEC CI', 'PLUMgrid CI', 'Metaplugin CI', 'One Convergence CI', 'Nuage CI', 'Freescale CI', 'Brocade Vyatta CI', 'Cisco CI', 'Cisco Tail-f CI', 'Cisco N1kv CI', 'Cisco APIC CI', 'Cisco CSR1kv CI', 'Cisco vpnaas CI', 'HP Networking CI', 'Intel Experimental CI', 'Intel SR-IOV CI']",remove namespace argument security group initialization neutron security groups iptables ipsets always configured root namespace compute nodes namespace argument required never used remove firewall code related call sites noticed ipset work changeid i4996e2e79da0ec9bbe7980acea60bf5ce3c825ae
https://review.opendev.org/201223,networking-tricircle core plugin and security group,networking-tricircle core plugin and security group Initial implementation include option to use ML2 but it seem that it will be better to use a core plugin (more control) over the process Change-Id: Ic63e7a3d0a1b171d43aff535b65c949e9e51ff4f,2023,Saggi Mizrahi,"[3, 6598, 11819, 12076, 13070, 13629, 16911]","['Jenkins', 'Berezovsky Irena', 'Chaoyi Huang', 'Zhiyuan Cai', 'Eran Gampel', 'Zhipeng Huang', 'HUAWEI CASCADE CI']",networkingtricircle core plugin security group initial implementation include option use ml2 seem better use core plugin control process changeid ic63e7a3d0a1b171d43aff535b65c949e9e51ff4f
https://review.opendev.org/187095,Discuss bridge/netfilter & OVS Hybrid driver with security groups,"Discuss bridge/netfilter & OVS Hybrid driver with security groups With the dependent change the OVSHybridIptablesFirewallDriver ensures the netfilter-runs-on-bridges option is set. Remove this from the manual steps, and add an explanatory note where security-groups are being setup in the guide. Change-Id: I42c6a0219d960b682bb4a39727c87151bc3ef1a8 Depends-On: If2d316eb8c422dc1e4f34b17a50b93dd72993a99",7118,Ian Wienand,"[3, 612, 7118, 9162, 9515]","['Jenkins', 'Tom Fifield', 'Ian Wienand', 'Lana Brindley', 'Matthew Kassawara']",discuss bridgenetfilter ovs hybrid driver security groups dependent change ovshybridiptablesfirewalldriver ensures netfilterrunsonbridges option set remove manual steps add explanatory note securitygroups setup guide changeid i42c6a0219d960b682bb4a39727c87151bc3ef1a8 dependson if2d316eb8c422dc1e4f34b17a50b93dd72993a99
https://review.opendev.org/105880,Add ability to change VIP security group,Add ability to change VIP security group * Convert Edit VIP form to a workflow. This is consistent with editing an instance in the Instances dashboard. * Add a workflow step that allows the security group on a VIP port to be changed after creation of the VIP. Closes-Bug: #1325397 Change-Id: I64631bf56427e79cf5e32a12d1925113d16ac3dc,11901,Nathan Manville,"[3, 2455, 4395, 6763, 7187, 11901, 12826]","['Jenkins', 'Tihomir Trifonov', 'Aaron Rosen', 'Liuqing Jing', 'Janet Yu', 'Nathan Manville', 'Rob Cresswell']",add ability change vip security group convert edit vip form workflow consistent editing instance instances dashboard add workflow step allows security group vip port changed creation vip closesbug 1325397 changeid i64631bf56427e79cf5e32a12d1925113d16ac3dc
https://review.opendev.org/132044,Add separate mirror for security ubuntu updates,Add separate mirror for security ubuntu updates Unfreeze only security updates for FUEL release Change-Id: I9f89f8c956af1032d6c46ab705fed54468d47610,8777,Roman Vyalov,"[3, 8971]","['Jenkins', 'Fuel CI']",add separate mirror security ubuntu updates unfreeze security updates fuel release changeid i9f89f8c956af1032d6c46ab705fed54468d47610
https://review.opendev.org/196564,networking-tricircle core plugin and security group,networking-tricircle core plugin and security group Initial implementation include option to use ML2 but it seem that it will be better to use a core plugin (more control) over the process Change-Id: I3838d4124c45ab022e583bdcb548ecf909fd4112,13070,Eran Gampel,"[3, 2023, 6598, 8646, 9684, 9778, 11343, 11819, 12076, 13070, 13629, 14249, 16853, 16911]","['Jenkins', 'Saggi Mizrahi', 'Berezovsky Irena', 'yangxurong', 'Jia Dong', 'Haojie Jia', 'Gal Sagie', 'Chaoyi Huang', 'Zhiyuan Cai', 'Eran Gampel', 'Zhipeng Huang', 'Lionel Zerbib', 'Ofer Ben-Yacov', 'HUAWEI CASCADE CI']",networkingtricircle core plugin security group initial implementation include option use ml2 seem better use core plugin control process changeid i3838d4124c45ab022e583bdcb548ecf909fd4112
https://review.opendev.org/160689,Raise an exception when adding an already associated security group,Raise an exception when adding an already associated security group Raises exception.SecurityGroupExistsForInstance when trying to add an already associated security group to instance. Change-Id: I72543f60d2cb603d40a6d4b625a97da234ffb7a1 Closes-bug: #1423168,4428,Liyingjun,"[3, 679, 782, 1653, 4428, 5170, 5638, 6062, 6802, 6873, 8556, 9008, 9578, 10118, 10385, 11103, 14358, 15286]","['Jenkins', 'Kevin L. Mitchell', 'John Garbutt', 'garyk', 'Liyingjun', 'Microsoft Hyper-V CI', 'Davanum Srinivas', 'jichencom', 'Joel Coffman', 'Matt Riedemann', 'Ghanshyam', 'VMware NSX CI', 'DB Datasets CI', 'IBM PowerKVM CI', 'Citrix XenServer CI', 'Intel PCI CI', 'Marian Horban', 'XenProject CI']",raise exception adding already associated security group raises exceptionsecuritygroupexistsforinstance trying add already associated security group instance changeid i72543f60d2cb603d40a6d4b625a97da234ffb7a1 closesbug 1423168
https://review.opendev.org/184243,Add rate limit iptables security group firewall.,"Add rate limit iptables security group firewall. The driver is based on the iptables firewall. It is a beta-version for POC purpose and not yet implements log action. To use it, you need to have in the 'securitygroup' section: enable_security_group = true enable_extended_security_group = true firewall_driver = neutron.agent.linux.iptables_bf_firewall.IptablesBfFirewallDriver Change-Id: I8265abc96f70d2f5afabc0dcd1669cfb09c75f95 Partial-Implements: blueprint security-group-brute-force-prevention",14249,Lionel Zerbib,"[3, 105, 1131, 2023, 5170, 9681, 9682, 9732, 9751, 9787, 9845, 10121, 10153, 10184, 10387, 10692, 10965, 11343, 13070, 14208, 14212, 14213, 14214, 14215, 14216, 14323, 14571, 14605, 15296, 15444, 15894]","['Jenkins', 'Kyle Mestery', 'Brian Haley', 'Saggi Mizrahi', 'Microsoft Hyper-V CI', 'Ryu CI', 'OpenContrail CI', 'Mellanox CI', 'IBM DB2 CI', 'Big Switch CI', 'Arista CI', 'Metaplugin CI', 'One Convergence CI', 'Nuage CI', 'Freescale CI', 'Brocade Vyatta CI', 'Magesh GV', 'Gal Sagie', 'Eran Gampel', 'Cisco CI', 'Cisco Tail-f CI', 'Cisco N1kv CI', 'Cisco APIC CI', 'Cisco CSR1kv CI', 'Cisco vpnaas CI', 'HP Networking CI', 'Intel Experimental CI', 'vikram.choudhary', 'Brocade Openstack CI', 'Cisco FWaaS CI', 'Pluribus Networks CI']",add rate limit iptables security group firewall driver based iptables firewall betaversion poc purpose yet implements log action use need securitygroup section enablesecuritygroup true enableextendedsecuritygroup true firewalldriver neutronagentlinuxiptablesbffirewalliptablesbffirewalldriver changeid i8265abc96f70d2f5afabc0dcd1669cfb09c75f95 partialimplements blueprint securitygroupbruteforceprevention
